SLPID,ExpiryDate,SLPID_owner,principal_certificate,ApproveDate
CIDF17000080,2019-05-22T00:00:00,ROBERT BOSCH SDN BHD,Bosch Connected Devices and Solutions GmbH,2017-04-27T00:00:00
HIDF20000023,2021-02-10T00:00:00,BOSCH REXROTH SDN. BHD.,Bosch Connected Devices and Solutions GmbH,2020-02-11T00:00:00
CIDF17000036,2018-03-02T00:00:00,THORUS TECHNOLOGY SDN. BHD.,INFINIX MOBILITY LIMITED.,2017-03-03T00:00:00
CIDF17000043,2018-03-16T00:00:00,ASIA EXPRESS CERTIFICATION SERVICES,Industrial Scientific Corporation,2017-03-17T00:00:00
HIDF17000066,2018-04-09T00:00:00,MICROLAMBDA SDN BHD,Nikon  Corporation,2017-04-10T00:00:00
CIDF18000170,2019-07-19T00:00:00,MERCEDES-BENZ MALAYSIA SDN. BHD.,Visteon Electronics Germany GmbH,2018-07-20T00:00:00
CIDF17000185,2020-02-27T00:00:00,XPERANTI IOT (M) SDN BHD,sigfox,2017-09-11T00:00:00
CIDF17000181,2018-08-28T00:00:00,GRV LOGISTICS(M) SDN BHD,Visvaja Trading PTe Ltd,2017-08-29T00:00:00
HIDF17000061,2022-04-14T00:00:00,BETA ELECTRONIC MARKETING,Navico Auckland Limited,2017-03-31T00:00:00
HIDF17000042,2018-03-15T00:00:00,TC EURO CARS SDN BHD,RENAULT S.A.S.,2017-03-16T00:00:00
CIDF17000112,2021-12-21T00:00:00,TELE DYNAMICS GLOBAL COM SDN. BHD.,"ATCOM TECHNOLOGY CO., LTD",2017-06-06T00:00:00
HIDF17000067,2018-04-10T00:00:00,ARA TECHBIS SDN BHD,RPS OTOMASYION SANAYI VE TICARET A.S.,2017-04-11T00:00:00
HIDF17000051,2018-03-28T00:00:00,DV AUDIO MALAYSIA SDN BHD,Devialet,2017-03-29T00:00:00
CIDF18000107,2019-04-26T00:00:00,DV AUDIO MALAYSIA SDN BHD,Devialet,2018-04-27T00:00:00
HIDF17000047,2020-07-02T00:00:00,MEGAVISION FOCUS SDN BHD,POWERNAVI TECHNOLOGY CO. LTD,2017-03-23T00:00:00
CIDF17000050,2018-03-27T00:00:00,APPLICATION SOLUTION ENTERPRISE,"MOTREX CO., LTD",2017-03-28T00:00:00
CIDF17000050,2019-07-18T00:00:00,HK CLIMATE MANUFACTURING SDN BHD,"MOTREX CO., LTD",2018-07-19T00:00:00
CIDF17000064,2018-04-06T00:00:00,SNS NETWORK (M) SDN BHD,"JIDE TECHNOLOGY CO., LTD",2017-04-07T00:00:00
HIDF17000059,2018-03-30T00:00:00,EVO SYSTEMS SDN BHD,EVO SYSTEMS SDN BHD,2017-03-31T00:00:00
CIDF17000246,2018-11-26T00:00:00,TNS MOBILE MALAYSIA SDN. BHD.,HMD GLOBAL OY,2017-11-27T00:00:00
CIDF17000246,2018-12-12T00:00:00,MOBILE TECHNIC SDN. BHD.,HMD GLOBAL OY,2017-12-13T00:00:00
CIDF17000246,2021-01-21T00:00:00,MMAG DIGITAL SDN BHD,HMD GLOBAL OY,2020-01-22T00:00:00
CIDF17000246,2022-06-07T00:00:00,MACPIE DISTRIBUTION SDN BHD,HMD GLOBAL OY,2020-06-05T00:00:00
HIDF21000149,2022-09-07T00:00:00,ZITRON FULFILMENT SDN BHD,HMD GLOBAL OY,2021-09-08T00:00:00
HIDF17000192,2021-03-17T00:00:00,PROGRESIF UTARA SDN BHD,ZADI S.P.A,2017-09-21T00:00:00
CIDF17000122,2018-06-19T00:00:00,SIME DARBY INDUSTRIAL SDN. BHD.,"Caterpillar, Inc.",2017-06-20T00:00:00
CIDM17000137,2022-05-19T00:00:00,DAIKIN MALAYSIA SDN BHD,DAIKIN MALAYSIA SDN BHD,2017-07-20T00:00:00
HIDF17000089,2018-05-10T00:00:00,RFID GLOBAL MALAYSIA SDN BHD,Assetlink Global LLC,2017-05-11T00:00:00
CIDF17000102,2018-05-23T00:00:00,KWS DISTRIBUTION SDN BHD,GENERAL MOBILE INC.,2017-05-24T00:00:00
HIDF17000076,2018-04-26T00:00:00,DENTSPLY(SINGAPORE) PTE LTD,"DENTSPLY LLC, PROFESSIONAL DIVISION",2017-04-27T00:00:00
HIDF17000139,2018-07-24T00:00:00,AMS EXTREME SDN BHD,AMS EXTREME SDN BHD,2017-07-25T00:00:00
HIDF17000099,2018-05-17T00:00:00,ACESSE (M) SDN BHD,Acesse Corporation ,2017-05-18T00:00:00
HIDF17000157,2018-08-07T00:00:00,AVANT-MED SDN BHD,Medtron AG,2017-08-08T00:00:00
CIDF17000100,2020-09-23T00:00:00,AMWAY (MALAYSIA) SDN BHD,"Aram Huvis Co., Ltd. ",2017-05-22T00:00:00
CIDF19000078,2022-08-02T00:00:00,TELEKOM RESEARCH & DEVELOPMENT SDN. BHD.,TELEKOM RESEARCH & DEVELOPMENT SDN. BHD,2019-05-08T00:00:00
CIDF17000088,2018-05-10T00:00:00,ASIA EXPRESS CERTIFICATION SERVICES,Geoforce Inc.,2017-05-11T00:00:00
HIDF17000072,2018-04-18T00:00:00,MAGPIE TECHNOLOGIES (MALAYSIA) SDN. BHD.,Connect-In Ltd,2017-04-19T00:00:00
HIDF17000074,2018-04-19T00:00:00,MC PAYMENT (M) SDN BHD,MC PAYMENT (M) SDN BHD,2017-04-20T00:00:00
HIDF17000108,2018-05-30T00:00:00,ABI AND UMMI COLLECTION,"FUJIAN EZON INFORMATION TECHNOLOGY CO., LTD",2017-05-31T00:00:00
HIDF17000170,2022-03-24T00:00:00,GKASH SDN BHD,"FUJIAN NEWLAND PAYMENT TECHNOLOGY CO, LTD",2017-08-21T00:00:00
HIDF17000084,2018-05-04T00:00:00,ALPHA HOME APPLIANCES SDN BHD,ALPHA HOME APPLIANCES SDN BHD ,2017-05-05T00:00:00
HIDF17000077,2021-09-27T00:00:00,ELCEE INSTRUMENTATION & SERVICE SDN BHD,"Hemisphere GNSS, INC",2017-04-27T00:00:00
CIDF19000268,2021-09-16T00:00:00,PULSY TECHNOLOGY SDN. BHD,"Shenzhen Minew Technologies Co., Ltd.",2020-09-17T00:00:00
CIDF19000268,2021-11-24T00:00:00,RP SYNERGY SDN BHD,"Shenzhen Minew Technologies Co., Ltd.",2020-11-25T00:00:00
HIDF19000043,2020-03-10T00:00:00,RUMA AUTOMATION SDN BHD,Ruma Automation Sdn Bhf,2019-03-11T00:00:00
HIDF17000238,2021-08-09T00:00:00,CYTRON TECHNOLOGIES SDN BHD,Raspberry Pi Foundation,2017-11-16T00:00:00
CIDF17000124,2022-08-12T00:00:00,RICHEMONT LUXURY (MALAYSIA) SDN. BHD.,Montblanc-Simplo GmbH,2017-06-22T00:00:00
CIDF17000104,2021-05-28T00:00:00,STANDARD JOY SDN BHD,"Nubia Technology Co., Ltd.",2017-05-26T00:00:00
HIDF17000106,2018-05-30T00:00:00,MARS MOBILE DISTRIBUTION SDN BHD,Shenzhen Crave Communication Co. Ltd,2017-05-31T00:00:00
CIDF17000131,2019-07-05T00:00:00,GPS TELEMATICS MALAYSIA SDN BHD.,GPS TELEMATICS MALAYSIA SDN BHD,2017-07-07T00:00:00
CIDF17000131,2021-07-20T00:00:00,GPS TELEMATICS MALAYSIA SDN BHD.,GPS TELEMATICS MALAYSIA SDN BHD,2019-06-03T00:00:00
HIDF17000107,2018-05-30T00:00:00,DYNAMIC FOX (MALAYSIA) SDN BHD,HoMedics Group Ltd,2017-05-31T00:00:00
HIDM19000175,2022-05-11T00:00:00,ARCHTRON RESEARCH & DEVELOPMENT SDN BHD,ARCHTRON R&D  SDN BHD,2019-08-30T00:00:00
HIDF17000129,2019-07-22T00:00:00,APAC VENTURE SDN BHD,Fujian LANDI Comercial Equipment Co LTD,2017-07-06T00:00:00
CIDF17000098,2018-05-16T00:00:00,GLOBAL APPROVALS SDN BHD,"Hypertherm, Inc.",2017-05-17T00:00:00
HIDF17000097,2022-06-01T00:00:00,CD SOLUTIONS SDN BHD,Bibliotheca Singapore Pte Ltd,2017-05-17T00:00:00
CIDF19000207,2021-11-10T00:00:00,PROXUS COMMUNICATIONS SDN BHD,Creative Labs Pte. Ltd.,2019-10-01T00:00:00
CIDF19000207,2022-05-24T00:00:00,VELOCE SOLUTIONS SDN. BHD.,Creative Labs Pte. Ltd.,2021-05-25T00:00:00
HIDF17000147,2020-09-11T00:00:00,ACCO MALAYSIA SDN. BHD.,Kensington Computer Products Group A Division of ACCO Brands,2017-07-31T00:00:00
HIDF17000156,2018-08-07T00:00:00,GM SAFETY TRAINING SDN BHD,ShenZhen LHYK Communication Technology Co.Ltd,2017-08-08T00:00:00
HIDF17000105,2021-09-06T00:00:00,CHRONOS PROCESS INTEGRATION SDN BHD,EUROTECH S.p.A,2017-05-31T00:00:00
CIDF17000113,2021-07-13T00:00:00,HANMAN INTERNATIONAL SDN BHD,Hanman Technology,2017-06-06T00:00:00
CIDF17000113,2022-03-29T00:00:00,HANMAN INTERNATIONAL SDN BHD,Hanman Technology,2021-03-30T00:00:00
CIDF17000244,2018-11-22T00:00:00,SOLE ENGINEERING SDN. BHD.,"Jing Tong (Quanzhou) Electronics Co., Ltd.",2017-11-23T00:00:00
CIDF17000244,2022-05-04T00:00:00,SUPREME LANDMOBILE & WIRELESS CORPORATION SDN. BHD.,"Jing Tong (Quanzhou) Electronics Co., Ltd.",2018-04-24T00:00:00
HIDF17000214,2018-10-23T00:00:00,NETEON (M) SDN BHD,Guangzhou Robustel Technologies Co.Ltd,2017-10-24T00:00:00
HIDF19000038,2020-02-25T00:00:00,FAME INTERNATIONAL MOBILE TECHNOLOGY SDN BHD,UBTECH ROBOTICS CORP,2019-02-26T00:00:00
HIDF20000192,2021-10-15T00:00:00,SIRIUS AI TECH SDN BHD,UBTECH ROBOTICS CORP,2020-10-16T00:00:00
CIDF20000191,2021-10-15T00:00:00,SIRIUS AI TECH SDN BHD,UBTECH ROBOTICS CORP,2020-10-16T00:00:00
CIDF17000123,2018-06-19T00:00:00,ASIA EXPRESS CERTIFICATION SERVICES,"ALPINE ELECTRONICS OF ASIA PACIFIC CO.,LTD.",2017-06-20T00:00:00
HIDM17000121,2021-08-02T00:00:00,TRIPLE ACCESS SDN BHD,MOTOROLA SOLUTIONS (MALAYSIA) SDN. BHD.,2017-06-20T00:00:00
CIDF18000247,2019-11-07T00:00:00,AMAG ASIA SDN BHD,"SIA ""MIKROTIKLS"", ",2018-11-08T00:00:00
HIDF17000116,2022-08-08T00:00:00,PROVOICE AUDIO & ELECTRONICS SDN. BHD.,PROVOICE AUDIO & ELECTRONICS SDN. BHD.,2017-06-08T00:00:00
CIDF18000249,2019-11-11T00:00:00,SERMAX AUTOMATION SDN BHD,"Honeywell Analytics, Inc.",2018-11-12T00:00:00
HIDF17000190,2019-11-01T00:00:00,YONG FONG JAYA SDN BHD,YONG PING TOYS FACTORY ,2017-09-20T00:00:00
CIDF18000131,2019-05-30T00:00:00,MI HAN SDN BHD,OnePlus Technology (ShenZhen) Co.Ltd,2018-05-31T00:00:00
HIDF18000224,2019-10-08T00:00:00,PETRONAS REFINERY AND PETROCHEMICAL CORPORATION,Permasense Ltd,2018-10-09T00:00:00
HIDM17000155,2019-08-14T00:00:00,OLIKE ELECTRONICS SDN. BHD.,Olike Electronics Sdn. Bhd.,2017-08-07T00:00:00
CIDF17000204,2020-11-12T00:00:00,EXACOM TECHNOLOGIES,"Jiangmen Todaair Electronic Co., Ltd",2017-10-11T00:00:00
HIDF19000179,2020-09-03T00:00:00,STAREX TECHNOLOGY SDN BHD,"Jiangmen Todaair Electronic Co., Ltd",2019-09-04T00:00:00
HIDF19000130,2020-07-11T00:00:00,ALMA TECHNOLOGY SDN BHD,"Jiangmen Todaair Electronic Co., Ltd",2019-07-12T00:00:00
HIDF18000112,2022-07-08T00:00:00,CYNICS SOLUTION SDN BHD,"Jiangmen Todaair Electronic Co., Ltd",2018-05-07T00:00:00
HIDF17000251,2022-02-15T00:00:00,SAXCO MARKETING SDN.BHD,"Jiangmen Todaair Electronic Co., Ltd",2017-12-04T00:00:00
HIDF17000146,2019-11-27T00:00:00,DAIYUN MARKETING SDN BHD,HongKong Taisheng International Ltd,2017-07-28T00:00:00
HIDF16000147,2020-11-25T00:00:00,FH SYSTEMS SDN.BHD.,ITRON GANZ,2016-07-15T00:00:00
CIDF18000047,2019-02-26T00:00:00,APPAREL ALLIANCE SDN BHD,Alien Technology Corporation,2018-02-27T00:00:00
CIDF17000132,2020-12-26T00:00:00,HANMAN INTERNATIONAL SDN BHD,Philio Technology Corporation,2017-07-10T00:00:00
CIDF18000021,2019-03-23T00:00:00,Q MAN TRADING SDN. BHD.,KERLINK,2018-03-24T00:00:00
CIDF18000021,2019-01-21T00:00:00,Q MAN TRADING SDN. BHD.,KERLINK,2018-01-22T00:00:00
HIDF20000200,2021-10-26T00:00:00,ZIRCO COMMUNICATION,KERLINK,2020-10-27T00:00:00
CIDF17000162,2018-08-13T00:00:00,MOBIKE SDN BHD,MOBIKE (HONGKONG) LIMITED,2017-08-14T00:00:00
HIDF18000038,2019-02-12T00:00:00,WILSON ELECTRONICS LLC,"WILSON ELECTRONICS,INC",2018-02-13T00:00:00
CIDF17000133,2018-07-12T00:00:00,SAPURA TRANSMISSION SDN.BHD,EION WIRELESS.,2017-07-13T00:00:00
HIDF17000145,2019-08-28T00:00:00,ZQ GENERATION SDN BHD,CPS Telecom Limited,2017-07-28T00:00:00
HIDF18000189,2019-08-09T00:00:00,APT SOLUTION,"Shenzhen Coban Electronics Co.,Ltd",2018-08-10T00:00:00
CIDF18000204,2019-08-29T00:00:00,NJ PETRONIAGA SDN BHD,Teltonika_UAB,2018-08-30T00:00:00
HIDF17000153,2020-08-27T00:00:00,AXTRO WM SDN. BHD.,"TrackR, Inc.",2017-08-04T00:00:00
HIDF18000199,2019-08-23T00:00:00,PERFECT ONE MOBILE NETWORKS SDN BHD,"SHENZHEN MEMO TECHNOLOGY CO.,LTD.",2018-08-24T00:00:00
HIDF18000165,2020-10-20T00:00:00,BBS DISTRIBUTIONS SDN BHD,"SHENZHEN MEMO TECHNOLOGY CO.,LTD.",2018-07-17T00:00:00
HIDF19000131,2022-03-22T00:00:00,KLA TECH (M) SDN BHD,"ShenZhen Marktrace Co.,Ltd.",2019-07-17T00:00:00
HIDF19000076,2022-06-20T00:00:00,E-TECH IT SDN BHD,SHENZHEN SUNDRAY TECHNOLOGIES COMPANY LIMITED,2019-05-06T00:00:00
HIDM17000219,2022-06-29T00:00:00,PROMOSYS TECHNOLOGY (M) SDN. BHD.,PROMOSYS TECHNOLOGY (M) SDN BHD,2017-10-26T00:00:00
CIDF17000150,2018-08-01T00:00:00,COCA-COLA BOTTLERS (MALAYSIA) SDN BHD,The Coca-Cola Company,2017-08-02T00:00:00
HIDF17000152,2022-01-21T00:00:00,AMWAY (MALAYSIA) SDN BHD,Access Business Group LLC,2017-08-03T00:00:00
CIDF18000239,2022-07-25T00:00:00,AMT PC DISTRIBUTOR SDN BHD,Audio-Technica Corp.,2018-10-24T00:00:00
HIDF18000167,2021-06-11T00:00:00,IIT DISTRIBUTION,CALDERO LTD,2018-07-19T00:00:00
CIDF17000154,2020-11-17T00:00:00,CSX DISTRIBUTIONS SDN. BHD.,CALDERO LTD,2019-11-18T00:00:00
CIDF17000154,2020-08-15T00:00:00,IIT DISTRIBUTION,CALDERO LTD,2017-08-07T00:00:00
HIDF19000138,2021-08-03T00:00:00,PERUSAHAAN OTOMOBIL NASIONAL SDN BHD,"SHENZHEN ROADROVER TECHNOLOGY CO.,L TD",2019-07-23T00:00:00
HIDF17000161,2020-12-25T00:00:00,3D TELEMATICS SOLUTIONS (M) SDN. BHD.,Digital Communication Technologies,2017-08-10T00:00:00
HIDF17000221,2018-10-26T00:00:00,EP-TEC SOLUTIONS SDN. BHD.,SMART Technologies ULC,2017-10-27T00:00:00
CIDF17000247,2020-11-19T00:00:00,EP-TEC MALAYSIA SDN BHD,SMART Technologies ULC,2018-09-12T00:00:00
CIDF17000247,2018-11-28T00:00:00,EP-TEC MALAYSIA SDN BHD,SMART Technologies ULC,2017-11-29T00:00:00
HIDF17000222,2018-10-26T00:00:00,NEWERA TOOLS & MACHINERY (M) SDN BHD,"URYU SEISAKU,LTD.",2017-10-27T00:00:00
HIDF17000228,2022-04-27T00:00:00,PINC TECHNOLOGY SDN BHD,Pinc Technology Sdn Bhd,2017-11-03T00:00:00
HIDF17000165,2018-08-15T00:00:00,QUALITY AMENITIES SUPPLY (M) SDN BHD,Kube Systems PTY LTD,2017-08-16T00:00:00
HIDF17000167,2018-08-15T00:00:00,XCELL TRACK TECHNOLOGY SDN BHD,SHANGHAI TONGLI INFORMATION TECHNOLOGY CO. LTD,2017-08-16T00:00:00
HIDF18000168,2020-09-19T00:00:00,GEMALTO SDN BHD,GEMALTO M2M GmbH,2018-07-19T00:00:00
HIDF17000211,2018-10-19T00:00:00,CTB SOLUTIONS SDN BHD,"Sinocastel Co., Ltd",2017-10-20T00:00:00
CIDM17000200,2020-11-17T00:00:00,TECHNOCOM SYSTEMS SDN BHD,Philip Morris Products SA,2017-10-06T00:00:00
HIDF18000243,2019-10-31T00:00:00,PHILIP MORRIS (MALAYSIA) SDN BHD,Philip Morris Products SA,2018-11-01T00:00:00
CIDM17000200,2022-03-15T00:00:00,PHILIP MORRIS (MALAYSIA) SDN BHD,Philip Morris Products SA,2018-11-13T00:00:00
HIDF17000178,2021-10-29T00:00:00,GPSINA ASIA SDN. BHD.,GPSINA ASIA SDN. BHD...,2017-08-24T00:00:00
HIDF17000202,2022-07-08T00:00:00,ALPHAMATIC SYSTEMS SDN BHD,Mobile Action Technology Inc,2017-10-10T00:00:00
HIDF17000225,2018-10-26T00:00:00,RESMED MALAYSIA OPERATIONS SDN BHD,ResMed Ltd,2017-10-27T00:00:00
HIDF17000250,2018-11-29T00:00:00,EASMED SDN BHD,ResMed Ltd,2017-11-30T00:00:00
HIDF17000253,2018-12-04T00:00:00,PROAGE MARKETING SDN BHD,ResMed Ltd,2017-12-05T00:00:00
HIDF17000271,2021-11-11T00:00:00,GLOBALMED SDN BHD,ResMed Ltd,2017-12-28T00:00:00
HIDF17000268,2021-02-13T00:00:00,SYMBIOMED SDN BHD,ResMed Ltd,2017-12-26T00:00:00
HIDF21000082,2022-05-02T00:00:00,REM ALLIANCE SDN BHD,ResMed Ltd,2021-05-03T00:00:00
HIDF17000210,2018-10-19T00:00:00,ORIENTATIONS RELOCATION SERVICES SDN BHD,Yepzon Oy,2017-10-20T00:00:00
HIDF17000189,2018-09-19T00:00:00,EP SINAR (M) SDN. BHD.,WINMATE COMMUNICATION INC,2017-09-20T00:00:00
HIDF17000193,2018-09-24T00:00:00,JIN SHENG MARKETING & DISTRIBUTION,"PRINICS CO., LTD",2017-09-25T00:00:00
HIDF17000175,2020-09-02T00:00:00,WINDS COMMUNICATION,WINDS COMMUNICATION,2017-08-24T00:00:00
CIDF17000213,2020-03-03T00:00:00,BE POSITIVE SDN BHD,BE POSITIVE SDN BHD ,2017-10-24T00:00:00
HIDF17000183,2019-09-18T00:00:00,CARMAX ELECTRONICS SDN BHD,CARMAX COMPANY LIMITED,2017-08-30T00:00:00
CIDF17000191,2018-09-19T00:00:00,ASIA EXPRESS CERTIFICATION SERVICES,Ingenu Inc.,2017-09-20T00:00:00
HIDF17000195,2018-09-26T00:00:00,DRS TECHNOLOGY SDN BHD,"Fujian BelFone Communications Technology Co., Ltd",2017-09-27T00:00:00
HIDF17000206,2019-12-16T00:00:00,CHILINDO SDN BHD,"Shenzhen QR Technology Development Co., Ltd",2017-10-16T00:00:00
HIDF17000267,2018-12-25T00:00:00,ISITO TECHNOLOGY SDN. BHD.,Silicon Laboratories Finland Oy,2017-12-26T00:00:00
CIDF17000196,2021-08-04T00:00:00,SLK CERRUTI EVOLUTION ,Xplova Inc.,2017-10-03T00:00:00
HIDF18000063,2022-04-27T00:00:00,SOCAR MOBILITY MALAYSIA SDN BHD,"Digiparts, Inc.",2018-03-16T00:00:00
HIDF20000010,2021-01-17T00:00:00,PAYPRO SDN BHD,"Shenzhen Xinguodu Technology CO., Ltd.",2020-01-18T00:00:00
HIDM17000215,2021-09-24T00:00:00,KEYSIGHT TECHNOLOGIES MALAYSIA SDN BHD,KEYSIGHT TECHNOLOGIES MALAYSIA SDN BHD,2017-10-25T00:00:00
HIDF17000252,2020-04-17T00:00:00,GADGET ACCESS SDN BHD,RHA Technologies Limited,2017-12-04T00:00:00
CIDF19000028,2020-02-11T00:00:00,PERUSAHAAN OTOMOBIL NASIONAL SDN BHD,"SHENZHEN ROADROVER TECHNOLOGY CO.,LTD",2019-02-12T00:00:00
HIDF17000224,2018-10-26T00:00:00,FAVORIOT SDN. BHD.,Megastek technologies  LTD,2017-10-27T00:00:00
CIDF18000272,2019-12-06T00:00:00,TELE DYNAMICS GLOBAL COM SDN. BHD.,"Shenzhen Inrico Electronics Co., LTD",2018-12-07T00:00:00
HIDF19000147,2021-12-27T00:00:00,ELECTCOMS BERHAD,"Shenzhen Inrico Electronics Co., LTD",2019-08-01T00:00:00
HIDF18000005,2022-03-02T00:00:00,LOUIS VUITTON (M) SDN BHD,LOUIS VUITTON MALLETIER,2018-01-05T00:00:00
HIDF18000103,2019-04-24T00:00:00,SYMPHONY SHARE REGISTRARS SDN BHD,Changsha SunVote Limited,2018-04-25T00:00:00
HIDF17000223,2018-10-26T00:00:00,SECURITIES SERVICES (HOLDINGS) SDN BHD,Changsha SunVote Limited,2017-10-27T00:00:00
CIDF18000016,2019-01-17T00:00:00,CLMO TECHNOLOGY SDN BHD,Dionex Corporation,2018-01-18T00:00:00
HIDF18000126,2019-05-24T00:00:00,ELECTRONIC SIGNAL MANAGEMENT SDN BHD,ELECTRONIC SIGNAL MANAGEMENT SDN BHD,2018-05-25T00:00:00
HIDF20000240,2021-12-29T00:00:00,UNIQBE (M) SDN BHD,"Qingdao Yeelink Information Technology Co., Ltd.",2020-12-30T00:00:00
HIDF18000048,2022-03-07T00:00:00,NETEON TECHNOLOGY SDN BHD,"Guangzhou Robustel Technologies Co., Limited",2018-02-27T00:00:00
HIDM17000201,2018-10-08T00:00:00,SUCCESS ELECTRONICS & TRANSFORMER MANUFACTURER SDN BHD,Wi4B S.r.l.,2017-10-09T00:00:00
CIDF18000033,2021-12-02T00:00:00,IIT DISTRIBUTION,Hach Lange GmbH,2018-02-12T00:00:00
HIDF18000283,2019-12-20T00:00:00,AUDIO ZONE (M) SDN. BHD,"Harman International Industries,Incoporated",2018-12-21T00:00:00
HIDF21000003,2022-01-13T00:00:00,GLOBAL BEST UNITED (M) SDN BHD,"Harman International Industries,Incoporated",2021-01-14T00:00:00
HIDF17000248,2022-03-31T00:00:00,BETA EQUIPMENTS TRADING SDN BHD,Beta Equipments Trading Sdn Bhd,2017-11-30T00:00:00
HIDF18000062,2019-03-14T00:00:00,KURITA WATER (MALAYSA) SDN. BHD.,VODAFONE,2018-03-15T00:00:00
HIDF21000029,2022-02-18T00:00:00,UA SPORTS MALAYSIA SDN BHD,"Under Armour, Inc.",2021-02-19T00:00:00
HIDF17000198,2018-10-04T00:00:00,LEMBAGA GETAH MALAYSIA,Lembaga Getah Malaysia,2017-10-05T00:00:00
HIDF17000255,2018-12-05T00:00:00,MITSUBISHI ELEVATOR MALAYSIA SDN BHD,Mitsubishi Electric Corporation Inazawa Works,2017-12-06T00:00:00
CIDF18000015,2021-06-09T00:00:00,IIT DISTRIBUTION,KATHREIN Automotive GmbH,2018-01-17T00:00:00
HIDF18000009,2021-05-31T00:00:00,WEMAL TECHNOLOGY SDN BHD,S4A INDUSTRIAL CO. LIMITED,2018-01-09T00:00:00
HIDF17000229,2018-11-05T00:00:00,DELSEY LUGGAGE MALAYSIA SDN BHD,DELSEY,2017-11-06T00:00:00
HIDM17000208,2020-05-14T00:00:00,RANGER COMMUNICATIONS (M) SDN BHD,RANGER ELECTRONIC COMMUNICATIONS INC,2017-10-20T00:00:00
CIDF20000234,2021-12-08T00:00:00,MD MEDIA DESIGN SDN BHD,"NComputing Co., Ltd.",2020-12-09T00:00:00
CIDF17000232,2018-11-05T00:00:00,LEGO TRADING (MALAYSIA) SDN.BHD.,LEGO System A/S,2017-11-06T00:00:00
CIDM17000209,2019-10-18T00:00:00,PRIMELUX ENERGY SDN BHD,PRIMELUX ENERGY SDN BHD ,2017-10-20T00:00:00
HIDF17000230,2021-09-28T00:00:00,AV FUTURE LINK SDN. BHD.,"Shenzhen Rapoo Technology Co., Ltd",2017-11-06T00:00:00
HIDF18000154,2021-09-02T00:00:00,ACTION RETAILS MANAGEMENT SDN BHD,"Shenzhen Rapoo Technology Co., Ltd",2018-07-05T00:00:00
HIDF17000218,2020-03-27T00:00:00,HOWARD TECHNOLOGIES SDN BHD,The Coop Idea Ltd,2017-10-25T00:00:00
CIDF17000236,2018-11-15T00:00:00,M-SECURITY TECHNOLOGY SDN BHD,"Viptela, Inc.",2017-11-16T00:00:00
HIDF18000137,2019-06-06T00:00:00,MAJUBINA RESOURCES SDN. BHD.,"Velocloud Networks, Inc.",2018-06-07T00:00:00
CIDF18000129,2022-08-19T00:00:00,SUPREME LANDMOBILE & WIRELESS CORPORATION SDN. BHD.,"Kirisun Communications Co.,Ltd",2018-05-30T00:00:00
HIDF21000120,2022-07-10T00:00:00,MACROBIOTIC ONE ASIA SDN.BHD,OMRON HEALTHCARE SINGAPORE PTE LTD,2021-07-11T00:00:00
HIDF20000132,2021-08-04T00:00:00,VELOCE SOLUTIONS SDN. BHD.,OMRON HEALTHCARE SINGAPORE PTE LTD,2020-08-05T00:00:00
HIDF17000227,2022-02-02T00:00:00,DKSH MALAYSIA SDN. BHD.,OMRON HEALTHCARE SINGAPORE PTE LTD,2017-11-01T00:00:00
HIDF17000226,2018-10-29T00:00:00,ICLOUD SYSTEMS SDN BHD,CHANDER SOFTWARE SOLUTIONS INC,2017-10-30T00:00:00
HIDF17000263,2019-12-27T00:00:00,FONEBUD IOT BERHAD,SHENZHEN MEDICA TECHNOLOGY DEVELOPMENT CO. LTD,2017-12-18T00:00:00
HIDF17000237,2021-09-10T00:00:00,VINNPOWER DISTRIBUTION SDN BHD ,VINNPOWER DISTRIBUTION  SDN BHD,2017-11-16T00:00:00
HIDF17000235,2018-11-12T00:00:00,OBJECTIVE CONNECTION SDN BHD,Neurio Technology Inc,2017-11-13T00:00:00
HIDF17000239,2019-12-11T00:00:00,TRAVEL RECOMMENDS SDN. BHD.,TRAVEL RECOMMENDS SDN. BHD.,2017-11-20T00:00:00
HIDF17000260,2018-12-14T00:00:00,ALLIED MOBILE SERVICES SDN BHD,Oaxis Asia Pte Ltd,2017-12-15T00:00:00
CIDF19000184,2020-09-05T00:00:00,AMT PC DISTRIBUTOR SDN BHD,Oaxis Asia Pte Ltd,2019-09-06T00:00:00
HIDM21000108,2022-06-16T00:00:00,SMART METERS TECHNOLOGIES (M) SDN.BHD,Smart Meters Technologies (M) Sdn.Bhd ,2021-06-17T00:00:00
HIDF19000036,2022-01-06T00:00:00,KAT SUPPLIES SERVICES,AV FUTURE LINK SDN. BHD.,2019-02-22T00:00:00
CIDF17000245,2022-04-29T00:00:00,LEAPFROG DISTRIBUTION SDN BHD,LEAPFROG DISTRIBUTION PTE LTD,2017-11-27T00:00:00
CIDF18000055,2021-07-22T00:00:00,TOY WORLD MARKETING SDN BHD,MING QI DA,2018-03-06T00:00:00
HIDF17000262,2018-12-14T00:00:00,COWAY (M) SDN BHD,"Coway Co., Ltd.",2017-12-15T00:00:00
HIDF19000236,2021-11-22T00:00:00,SY ENTERPRISE SDN BHD,"Guangzhou Maipai Electronics Co., Ltd",2019-11-11T00:00:00
